,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
4940,95c229097cd2d7c3,Junior Dos Santos,Stefan Struve,Junior Dos Santos,False,Heavyweight, KO/TKO ,1,0:54,3 Rnd (5-5-5),Dan Miragliotta,2,12 of 18,66%,12 of 18,0 of 0,---,0,0,0:06,9 of 14,2 of 3,1 of 1,6 of 8,4 of 7,2 of 3,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
4941,d89b849df7bff79b,Evan Dunham,Per Eklund,Evan Dunham,False,Lightweight, KO/TKO ,1,2:13,3 Rnd (5-5-5),Marc Goddard,1,13 of 27,48%,14 of 28,0 of 0,---,1,0,0:31,13 of 27,0 of 0,0 of 0,7 of 18,0 of 0,6 of 9,0,9 of 13,69%,14 of 18,1 of 1,100%,1,0,0:32,5 of 9,3 of 3,1 of 1,8 of 12,0 of 0,1 of 1
4942,0d395cb5d91f811f,Mike Ciesnolevicz,Neil Grove,Mike Ciesnolevicz,False,Heavyweight, Submission ,1,1:03,3 Rnd (5-5-5),Leon Roberts,0,0 of 0,---,0 of 0,0 of 1,0%,2,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0 of 3,0%,2 of 6,0 of 0,---,1,0,0:22,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
4943,cdfaa6f4154a0ee9,Paul Kelly,Troy Mandaloniz,Paul Kelly,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,0,71 of 190,37%,192 of 327,2 of 6,33%,0,1,6:23,43 of 157,16 of 19,12 of 14,34 of 113,22 of 40,15 of 37,1,38 of 82,46%,44 of 88,4 of 4,100%,0,0,2:45,31 of 71,4 of 7,3 of 4,26 of 56,9 of 19,3 of 7
4944,83c5a944258d2332,Joe Lauzon,Jeremy Stephens,Joe Lauzon,False,Lightweight, Submission ,2,4:43,3 Rnd (5-5-5),Troy Waugh,0,11 of 17,64%,32 of 38,2 of 2,100%,4,1,5:11,10 of 16,1 of 1,0 of 0,2 of 6,1 of 2,8 of 9,0,15 of 37,40%,25 of 47,1 of 1,100%,0,1,3:44,12 of 33,2 of 2,1 of 2,4 of 13,2 of 2,9 of 22
4945,2d80f60b67791b97,Cain Velasquez,Denis Stojnic,Cain Velasquez,False,Heavyweight, KO/TKO ,2,2:34,3 Rnd (5-5-5),Jorge Ortiz,0,88 of 140,62%,124 of 183,1 of 4,25%,0,0,3:28,47 of 97,17 of 19,24 of 24,30 of 67,48 of 61,10 of 12,0,7 of 39,17%,8 of 41,0 of 0,---,1,0,0:04,5 of 36,0 of 0,2 of 3,4 of 34,3 of 5,0 of 0
4946,df7f3c60c523ca55,Josh Neer,Mac Danzig,Josh Neer,False,Lightweight, Submission ,2,3:36,3 Rnd (5-5-5),Jorge Alonso,0,46 of 96,47%,68 of 119,0 of 0,---,3,0,2:13,29 of 76,12 of 15,5 of 5,12 of 41,22 of 36,12 of 19,1,33 of 66,50%,62 of 100,0 of 1,0%,0,1,2:58,23 of 53,7 of 9,3 of 4,20 of 44,11 of 15,2 of 7
4947,868833557ae90877,Anthony Johnson,Luigi Fioravanti,Anthony Johnson,False,Welterweight, KO/TKO ,1,4:39,3 Rnd (5-5-5),Troy Waugh,1,21 of 47,44%,32 of 62,0 of 0,---,0,0,0:09,10 of 30,2 of 5,9 of 12,12 of 38,4 of 4,5 of 5,0,12 of 23,52%,13 of 24,0 of 1,0%,0,0,0:18,6 of 13,2 of 3,4 of 7,11 of 21,1 of 2,0 of 0
4948,0a1f2e1f9d91bc9a,Kurt Pellegrino,Rob Emerson,Kurt Pellegrino,False,Lightweight, Submission ,2,3:14,3 Rnd (5-5-5),Jorge Ortiz,0,16 of 58,27%,27 of 69,1 of 5,20%,1,0,1:29,10 of 49,4 of 6,2 of 3,12 of 54,1 of 1,3 of 3,0,21 of 77,27%,24 of 80,2 of 5,40%,0,0,1:00,13 of 67,1 of 2,7 of 8,17 of 68,1 of 1,3 of 8
4949,14c3447726332f2b,Dan Miller,Jake Rosholt,Dan Miller,False,Middleweight, Submission ,1,1:03,3 Rnd (5-5-5),Jorge Alonso,0,2 of 6,33%,4 of 8,0 of 0,---,2,1,0:22,2 of 6,0 of 0,0 of 0,0 of 4,1 of 1,1 of 1,0,2 of 4,50%,5 of 7,1 of 2,50%,0,0,0:26,2 of 4,0 of 0,0 of 0,1 of 2,0 of 0,1 of 2
4950,6a663c04dfe5b88e,Matt Veach,Matt Grice,Matt Veach,False,Lightweight, KO/TKO ,1,4:34,3 Rnd (5-5-5),Troy Waugh,1,12 of 29,41%,22 of 40,1 of 3,33%,0,0,1:24,11 of 27,0 of 1,1 of 1,5 of 13,5 of 10,2 of 6,1,29 of 48,60%,51 of 72,0 of 0,---,1,0,1:41,26 of 45,2 of 2,1 of 1,6 of 15,9 of 15,14 of 18
4951,c9721146eba68c2a,Gleison Tibau,Rich Clementi,Gleison Tibau,False,Lightweight, Submission ,1,4:35,3 Rnd (5-5-5),Jorge Ortiz,0,7 of 10,70%,22 of 26,2 of 3,66%,1,0,3:21,5 of 8,0 of 0,2 of 2,2 of 2,3 of 4,2 of 4,0,1 of 9,11%,2 of 10,0 of 1,0%,0,0,0:20,0 of 6,1 of 2,0 of 1,0 of 6,1 of 3,0 of 0
4952,26888b89fbd860cf,Nick Catone,Derek Downey,Nick Catone,False,Middleweight, Submission ,2,1:15,3 Rnd (5-5-5),Jorge Alonso,0,21 of 24,87%,62 of 67,4 of 4,100%,2,0,4:37,21 of 24,0 of 0,0 of 0,1 of 1,3 of 4,17 of 19,0,2 of 2,100%,2 of 2,1 of 6,16%,0,0,1:02,0 of 0,2 of 2,0 of 0,0 of 0,2 of 2,0 of 0
4953,e4420b9812501c17,Matthew Riddle,Steve Bruno,Matthew Riddle,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Troy Waugh,0,48 of 81,59%,276 of 321,4 of 7,57%,0,0,11:11,18 of 45,24 of 29,6 of 7,3 of 19,17 of 25,28 of 37,0,22 of 35,62%,40 of 53,1 of 1,100%,0,0,0:23,11 of 18,1 of 3,10 of 14,18 of 27,4 of 8,0 of 0
4954,a158e4ff7ea93d43,Georges St-Pierre,BJ Penn,Georges St-Pierre,True,UFC Welterweight Title, KO/TKO ,4,5:00,5 Rnd (5-5-5-5-5),Herb Dean,0,92 of 122,75%,310 of 358,4 of 7,57%,0,0,14:57,51 of 75,28 of 32,13 of 15,30 of 43,23 of 28,39 of 51,0,16 of 37,43%,63 of 85,0 of 1,0%,0,0,0:26,8 of 28,4 of 5,4 of 4,8 of 27,8 of 10,0 of 0
4955,41b9240c854b0956,Lyoto Machida,Thiago Silva,Lyoto Machida,False,Light Heavyweight, KO/TKO ,1,4:59,3 Rnd (5-5-5),Yves Lavigne,2,24 of 40,60%,32 of 48,2 of 3,66%,0,0,2:28,16 of 29,4 of 5,4 of 6,10 of 20,2 of 2,12 of 18,0,2 of 10,20%,19 of 28,0 of 2,0%,0,0,0:24,1 of 5,1 of 5,0 of 0,0 of 8,2 of 2,0 of 0
4956,afb9d3476c5caafa,Jon Jones,Stephan Bonnar,Jon Jones,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,1,45 of 62,72%,70 of 89,7 of 10,70%,0,0,4:09,24 of 35,16 of 22,5 of 5,13 of 23,22 of 27,10 of 12,0,37 of 76,48%,74 of 114,0 of 2,0%,0,0,2:11,15 of 46,10 of 13,12 of 17,8 of 39,28 of 36,1 of 1
4957,aa161809e78bef96,Karo Parisyan,Dong Hyun Kim,N/A,False,Welterweight, Overturned ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,0,24 of 47,51%,46 of 70,2 of 12,16%,1,0,5:14,13 of 34,1 of 1,10 of 12,7 of 25,15 of 20,2 of 2,0,19 of 35,54%,47 of 64,2 of 6,33%,2,0,6:46,5 of 20,3 of 3,11 of 12,1 of 16,16 of 17,2 of 2
4958,92e9c53671ac8fe7,Clay Guida,Nate Diaz,Clay Guida,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0,49 of 99,49%,75 of 127,4 of 11,36%,1,0,8:50,15 of 59,4 of 9,30 of 31,21 of 57,19 of 29,9 of 13,0,49 of 135,36%,70 of 158,0 of 8,0%,0,0,0:50,39 of 120,7 of 11,3 of 4,36 of 117,12 of 17,1 of 1
4959,c598261fac8cf23a,Jon Fitch,Akihiro Gono,Jon Fitch,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,0,40 of 70,57%,174 of 232,4 of 7,57%,2,0,10:08,15 of 40,18 of 22,7 of 8,11 of 27,16 of 20,13 of 23,0,7 of 20,35%,18 of 32,0 of 0,---,0,1,2:01,1 of 10,3 of 6,3 of 4,4 of 15,2 of 3,1 of 2
4960,e6dd15ef9fd7927e,Thiago Tavares,Manvel Gamburyan,Thiago Tavares,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,0,27 of 64,42%,70 of 115,3 of 7,42%,0,0,5:08,24 of 60,3 of 4,0 of 0,17 of 44,1 of 3,9 of 17,0,26 of 86,30%,66 of 129,1 of 5,20%,1,0,2:18,18 of 76,3 of 4,5 of 6,18 of 71,3 of 4,5 of 11
4961,08f5bdfe45082ec5,John Howard,Chris Wilson,John Howard,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,21 of 41,51%,80 of 106,7 of 7,100%,2,1,6:01,13 of 32,4 of 4,4 of 5,10 of 24,2 of 4,9 of 13,0,45 of 82,54%,67 of 107,2 of 6,33%,2,1,3:11,18 of 47,19 of 24,8 of 11,23 of 49,6 of 10,16 of 23
4962,1cb28e867dd749b8,Jake O'Brien,Christian Wellisch,Jake O'Brien,False,Light Heavyweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,1,25 of 84,29%,61 of 122,9 of 11,81%,0,0,5:14,25 of 84,0 of 0,0 of 0,17 of 67,5 of 9,3 of 8,0,46 of 179,25%,67 of 200,0 of 1,0%,0,0,0:04,31 of 158,3 of 4,12 of 17,44 of 172,2 of 7,0 of 0
4963,fb7d31b36bebc5af,Dan Cramer,Matt Arroyo,Dan Cramer,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,0,24 of 68,35%,38 of 90,0 of 0,---,0,2,10:53,22 of 66,1 of 1,1 of 1,2 of 3,0 of 0,22 of 65,0,16 of 25,64%,148 of 164,2 of 5,40%,5,0,2:25,10 of 18,4 of 5,2 of 2,4 of 11,0 of 2,12 of 12
4964,cb7cfa8b9900878f,Dan Henderson,Rich Franklin,Dan Henderson,False,Light Heavyweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,36 of 88,40%,43 of 96,4 of 6,66%,0,0,5:06,18 of 64,3 of 5,15 of 19,21 of 59,4 of 8,11 of 21,0,39 of 96,40%,47 of 106,0 of 0,---,0,0,1:33,14 of 66,22 of 27,3 of 3,31 of 82,8 of 13,0 of 1
4965,396214fd188c2549,Mauricio Rua,Mark Coleman,Mauricio Rua,False,Light Heavyweight, KO/TKO ,3,4:36,3 Rnd (5-5-5),Kevin Mulhall,2,62 of 102,60%,106 of 148,1 of 2,50%,2,0,3:29,34 of 69,19 of 21,9 of 12,39 of 72,17 of 23,6 of 7,0,31 of 69,44%,71 of 113,7 of 9,77%,0,0,6:10,26 of 64,4 of 4,1 of 1,12 of 45,7 of 7,12 of 17
4966,dd5f7a14f5782f79,Rousimar Palhares,Jeremy Horn,Rousimar Palhares,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,0,18 of 35,51%,124 of 168,7 of 10,70%,0,0,11:03,17 of 32,1 of 3,0 of 0,5 of 14,1 of 2,12 of 19,0,7 of 36,19%,22 of 51,1 of 1,100%,1,0,0:57,5 of 34,1 of 1,1 of 1,6 of 31,0 of 3,1 of 2
4967,591e7797363a6c89,Alan Belcher,Denis Kang,Alan Belcher,False,Middleweight, Submission ,2,4:36,3 Rnd (5-5-5),Dan Miragliotta,0,9 of 28,32%,9 of 28,0 of 0,---,1,0,0:20,3 of 19,2 of 5,4 of 4,8 of 27,1 of 1,0 of 0,0,26 of 55,47%,54 of 85,3 of 5,60%,1,0,5:43,17 of 45,7 of 8,2 of 2,16 of 39,3 of 4,7 of 12
4968,e90dd017386025c4,Marcus Davis,Chris Lytle,Marcus Davis,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,59 of 166,35%,73 of 180,0 of 1,0%,0,0,0:06,29 of 122,27 of 40,3 of 4,53 of 154,6 of 12,0 of 0,0,73 of 198,36%,91 of 216,0 of 0,---,0,0,0:03,34 of 150,14 of 19,25 of 29,58 of 167,15 of 31,0 of 0
4969,20b84b2cbfb92dc7,John Hathaway,Tom Egan,John Hathaway,False,Welterweight, KO/TKO ,1,4:36,3 Rnd (5-5-5),Marc Goddard,0,18 of 36,50%,41 of 61,5 of 7,71%,0,0,4:09,14 of 32,2 of 2,2 of 2,2 of 3,2 of 2,14 of 31,0,0 of 1,0%,15 of 16,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
4970,e9658a79cfaafbb1,Martin Kampmann,Alexandre Barros,Martin Kampmann,False,Welterweight, KO/TKO ,2,3:09,3 Rnd (5-5-5),Kevin Mulhall,1,33 of 52,63%,51 of 71,0 of 1,0%,2,0,3:06,26 of 42,6 of 9,1 of 1,4 of 16,6 of 10,23 of 26,0,8 of 20,40%,13 of 25,1 of 2,50%,0,0,2:15,1 of 12,1 of 1,6 of 7,4 of 15,3 of 3,1 of 2
4971,4da34f2980b5c58d,Eric Schafer,Antonio Mendes,Eric Schafer,False,Light Heavyweight, KO/TKO ,1,3:35,3 Rnd (5-5-5),Dan Miragliotta,0,22 of 30,73%,59 of 67,0 of 1,0%,0,1,3:06,22 of 30,0 of 0,0 of 0,0 of 0,0 of 0,22 of 30,0,3 of 5,60%,9 of 11,0 of 0,---,0,0,0:09,2 of 4,0 of 0,1 of 1,2 of 4,0 of 0,1 of 1
4972,5a3b530c73106c5c,Tomasz Drwal,Ivan Serati,Tomasz Drwal,False,Light Heavyweight, KO/TKO ,1,2:02,3 Rnd (5-5-5),Leon Roberts,0,14 of 22,63%,16 of 24,1 of 1,100%,0,0,0:38,11 of 19,1 of 1,2 of 2,5 of 8,2 of 5,7 of 9,0,3 of 11,27%,4 of 13,0 of 2,0%,0,0,0:00,2 of 10,0 of 0,1 of 1,1 of 4,2 of 7,0 of 0
4973,f046dfa306dc7acb,Dennis Siver,Nate Mohr,Dennis Siver,False,Lightweight, KO/TKO ,3,3:45,3 Rnd (5-5-5),Kevin Mulhall,1,48 of 190,25%,57 of 200,0 of 1,0%,0,0,0:07,28 of 159,2 of 9,18 of 22,42 of 181,6 of 9,0 of 0,0,48 of 102,47%,68 of 125,1 of 2,50%,0,0,1:49,17 of 63,10 of 13,21 of 26,42 of 92,2 of 2,4 of 8
4974,041dd0fae4650970,Rashad Evans,Forrest Griffin,Rashad Evans,True,UFC Light Heavyweight Title, KO/TKO ,3,2:46,5 Rnd (5-5-5-5-5),Steve Mazzagatti,0,49 of 103,47%,51 of 105,1 of 1,100%,0,0,2:11,44 of 96,1 of 2,4 of 5,24 of 64,0 of 0,25 of 39,0,50 of 149,33%,51 of 151,0 of 0,---,0,0,0:03,16 of 100,10 of 17,24 of 32,44 of 141,6 of 8,0 of 0
4975,02c54d382fb1c347,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,True,UFC Interim Heavyweight Title, KO/TKO ,2,1:54,5 Rnd (5-5-5-5-5),Herb Dean,3,37 of 101,36%,40 of 106,1 of 1,100%,0,0,0:41,30 of 91,2 of 3,5 of 7,25 of 79,2 of 3,10 of 19,0,10 of 38,26%,15 of 43,0 of 0,---,0,0,0:00,8 of 35,0 of 1,2 of 2,9 of 35,0 of 1,1 of 2
4976,b8927a3a2735acb0,CB Dollaway,Mike Massenzio,CB Dollaway,False,Middleweight, KO/TKO ,1,3:01,3 Rnd (5-5-5),Yves Lavigne,0,9 of 19,47%,29 of 40,1 of 1,100%,0,0,2:00,8 of 16,1 of 3,0 of 0,3 of 8,0 of 2,6 of 9,1,3 of 6,50%,8 of 12,0 of 0,---,2,0,0:04,3 of 6,0 of 0,0 of 0,3 of 6,0 of 0,0 of 0
4977,c62d5962b99938de,Quinton Jackson,Wanderlei Silva,Quinton Jackson,False,Light Heavyweight, KO/TKO ,1,3:21,3 Rnd (5-5-5),Yves Lavigne,1,11 of 20,55%,11 of 20,0 of 1,0%,0,0,0:02,10 of 19,0 of 0,1 of 1,9 of 18,0 of 0,2 of 2,0,7 of 26,26%,7 of 26,0 of 0,---,0,0,0:00,4 of 21,0 of 0,3 of 5,6 of 25,1 of 1,0 of 0
4978,b3f4583109b429af,Cheick Kongo,Mostapha Al-Turk,Cheick Kongo,False,Heavyweight, KO/TKO ,1,4:37,3 Rnd (5-5-5),Steve Mazzagatti,1,34 of 44,77%,73 of 84,1 of 1,100%,0,0,1:17,23 of 32,2 of 2,9 of 10,6 of 11,6 of 6,22 of 27,0,4 of 9,44%,7 of 12,0 of 7,0%,0,0,1:32,0 of 4,1 of 2,3 of 3,1 of 5,3 of 4,0 of 0
4979,4918b7e3600f67a1,Yushin Okami,Dean Lister,Yushin Okami,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,39 of 77,50%,77 of 117,0 of 0,---,0,0,8:56,32 of 70,6 of 6,1 of 1,16 of 44,6 of 6,17 of 27,0,6 of 39,15%,17 of 52,0 of 11,0%,0,0,0:15,2 of 33,0 of 1,4 of 5,6 of 36,0 of 3,0 of 0
4980,59e653313c871c3f,Antoni Hardonk,Mike Wessel,Antoni Hardonk,False,Heavyweight, KO/TKO ,2,2:09,3 Rnd (5-5-5),Yves Lavigne,0,46 of 59,77%,56 of 70,0 of 0,---,2,1,1:36,34 of 46,8 of 8,4 of 5,4 of 11,17 of 21,25 of 27,0,13 of 23,56%,45 of 58,3 of 6,50%,0,0,3:57,8 of 17,5 of 6,0 of 0,2 of 5,8 of 12,3 of 6
4981,539eff1fe2fb39ba,Matt Hamill,Reese Andy,Matt Hamill,False,Light Heavyweight, KO/TKO ,2,2:19,3 Rnd (5-5-5),Steve Mazzagatti,0,40 of 115,34%,63 of 141,1 of 1,100%,0,0,0:25,34 of 107,5 of 6,1 of 2,28 of 99,4 of 5,8 of 11,0,34 of 73,46%,38 of 77,0 of 0,---,0,0,0:00,20 of 54,3 of 5,11 of 14,28 of 60,6 of 13,0 of 0
4982,f27bf6f21410547f,Brad Blackburn,Ryo Chonan,Brad Blackburn,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,1,79 of 296,26%,84 of 301,0 of 1,0%,0,0,0:22,48 of 254,10 of 19,21 of 23,76 of 291,1 of 1,2 of 4,0,63 of 181,34%,65 of 183,0 of 2,0%,0,0,0:00,31 of 144,20 of 23,12 of 14,62 of 179,0 of 1,1 of 1
4983,8add23232cdb36ee,Pat Barry,Dan Evensen,Pat Barry,False,Heavyweight, KO/TKO ,1,2:36,3 Rnd (5-5-5),Yves Lavigne,0,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:39,1 of 6,1 of 2,4 of 5,6 of 13,0 of 0,0 of 0,0,0 of 10,0%,0 of 10,0 of 1,0%,0,0,0:38,0 of 8,0 of 2,0 of 0,0 of 10,0 of 0,0 of 0
4984,86b8419f22f398c0,Efrain Escudero,Phillipe Nover,Efrain Escudero,True,Ultimate Fighter 8 Lightweight Tournament Title, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,0,27 of 45,60%,81 of 104,7 of 8,87%,0,0,9:20,9 of 22,4 of 8,14 of 15,4 of 13,6 of 9,17 of 23,0,20 of 55,36%,95 of 132,0 of 1,0%,2,1,1:16,9 of 36,4 of 9,7 of 10,11 of 40,7 of 11,2 of 4
4985,e65da830a1928fe6,Ryan Bader,Vinny Magalhaes,Ryan Bader,True,Ultimate Fighter 8 Light Heavyweight Tournament Title, KO/TKO ,1,2:18,3 Rnd (5-5-5),Herb Dean,1,15 of 30,50%,15 of 30,0 of 0,---,0,0,0:04,9 of 24,2 of 2,4 of 4,12 of 26,0 of 0,3 of 4,0,4 of 20,20%,4 of 20,0 of 0,---,0,0,0:00,1 of 14,3 of 5,0 of 1,4 of 20,0 of 0,0 of 0
4986,f7cd0a90da3be3b2,Anthony Johnson,Kevin Burns,Anthony Johnson,False,Welterweight, KO/TKO ,3,0:28,3 Rnd (5-5-5),Mario Yamasaki,1,35 of 64,54%,109 of 148,3 of 3,100%,0,0,7:29,15 of 39,9 of 12,11 of 13,23 of 38,0 of 0,12 of 26,0,17 of 45,37%,39 of 67,0 of 0,---,2,0,0:01,7 of 32,1 of 3,9 of 10,17 of 45,0 of 0,0 of 0
4987,0b58bd40373b1811,Wilson Gouveia,Jason MacDonald,Wilson Gouveia,False,Middleweight, KO/TKO ,1,2:18,3 Rnd (5-5-5),Josh Rosenthal,1,18 of 28,64%,24 of 39,0 of 0,---,0,0,0:45,17 of 26,0 of 0,1 of 2,4 of 10,0 of 0,14 of 18,0,6 of 13,46%,9 of 16,1 of 4,25%,0,0,0:37,0 of 7,1 of 1,5 of 5,2 of 9,4 of 4,0 of 0
4988,ec8ad2966a6816b3,Junie Browning,David Kaplan,Junie Browning,False,Lightweight, Submission ,2,1:32,3 Rnd (5-5-5),Steve Mazzagatti,0,31 of 63,49%,38 of 71,2 of 2,100%,2,1,3:06,21 of 50,5 of 6,5 of 7,25 of 48,3 of 7,3 of 8,0,12 of 29,41%,14 of 32,2 of 2,100%,1,1,1:00,5 of 17,3 of 4,4 of 8,8 of 22,4 of 7,0 of 0
4989,edeba52fc9b2855f,Krzysztof Soszynski,Shane Primm,Krzysztof Soszynski,False,Light Heavyweight, Submission ,2,3:27,3 Rnd (5-5-5),Herb Dean,0,19 of 50,38%,38 of 69,0 of 0,---,1,0,4:43,16 of 47,2 of 2,1 of 1,9 of 33,4 of 8,6 of 9,0,7 of 26,26%,12 of 31,1 of 5,20%,0,0,1:17,2 of 19,4 of 6,1 of 1,1 of 14,6 of 12,0 of 0
4990,59bd4e83d8f846ee,Eliot Marshall,Jules Bruchez,Eliot Marshall,False,Light Heavyweight, Submission ,1,1:27,3 Rnd (5-5-5),Mario Yamasaki,0,8 of 15,53%,13 of 20,1 of 1,100%,2,0,1:05,8 of 15,0 of 0,0 of 0,5 of 11,2 of 3,1 of 1,0,1 of 2,50%,3 of 4,0 of 0,---,0,0,0:00,0 of 1,0 of 0,1 of 1,0 of 1,1 of 1,0 of 0
4991,09b36c7157770516,Tom Lawlor,Kyle Kingsbury,Tom Lawlor,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,0,14 of 22,63%,70 of 82,7 of 19,36%,0,0,11:22,14 of 22,0 of 0,0 of 0,0 of 0,2 of 4,12 of 18,0,10 of 22,45%,101 of 116,0 of 0,---,0,0,2:19,6 of 18,3 of 3,1 of 1,1 of 10,5 of 8,4 of 4
4992,52e07b6540fad19e,Shane Nelson,George Roop,Shane Nelson,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,10 of 32,31%,69 of 95,3 of 10,30%,2,0,7:58,10 of 32,0 of 0,0 of 0,1 of 9,1 of 3,8 of 20,0,21 of 74,28%,93 of 153,1 of 1,100%,0,0,3:57,10 of 56,8 of 15,3 of 3,8 of 45,9 of 21,4 of 8
4993,bacb62c4f2058fd8,Rolando Delgado,John Polakowski,Rolando Delgado,False,Lightweight, Submission ,2,2:18,3 Rnd (5-5-5),Josh Rosenthal,1,15 of 27,55%,44 of 59,1 of 4,25%,3,0,4:06,8 of 16,7 of 10,0 of 1,9 of 18,0 of 0,6 of 9,0,1 of 23,4%,4 of 28,0 of 0,---,1,0,0:21,1 of 22,0 of 1,0 of 0,1 of 23,0 of 0,0 of 0
4994,11c3035dd9104e50,Josh Koscheck,Yoshiyuki Yoshida,Josh Koscheck,False,Welterweight, KO/TKO ,1,2:15,3 Rnd (5-5-5),Mario Yamasaki,1,6 of 16,37%,6 of 16,0 of 0,---,0,0,0:00,6 of 16,0 of 0,0 of 0,5 of 14,1 of 2,0 of 0,0,6 of 17,35%,6 of 17,0 of 0,---,0,0,0:00,1 of 6,2 of 4,3 of 7,5 of 15,1 of 2,0 of 0
4995,0f235698600c962e,Mike Swick,Jonathan Goulet,Mike Swick,False,Welterweight, KO/TKO ,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,1,7 of 8,87%,16 of 17,0 of 0,---,0,0,0:09,7 of 8,0 of 0,0 of 0,2 of 3,0 of 0,5 of 5,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
4996,d8f64b001cd590fa,Steve Cantwell,Razak Al-Hassan,Steve Cantwell,False,Light Heavyweight, Submission ,1,4:04,3 Rnd (5-5-5),Mario Yamasaki,0,15 of 29,51%,19 of 33,1 of 1,100%,1,0,1:18,9 of 22,4 of 5,2 of 2,12 of 24,1 of 2,2 of 3,0,13 of 56,23%,15 of 58,0 of 1,0%,0,0,0:17,5 of 46,2 of 3,6 of 7,12 of 53,1 of 3,0 of 0
4997,83406cd29d3c2d0f,Tim Credeur,Nate Loughran,Tim Credeur,False,Middleweight, KO/TKO ,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,52 of 131,39%,60 of 140,1 of 1,100%,0,0,3:32,39 of 115,10 of 13,3 of 3,44 of 116,6 of 8,2 of 7,0,25 of 62,40%,28 of 65,0 of 3,0%,0,0,0:00,6 of 31,12 of 19,7 of 12,24 of 60,1 of 2,0 of 0
4998,d90567f7d4372160,Jim Miller,Matt Wiman,Jim Miller,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,61 of 137,44%,110 of 193,4 of 6,66%,2,1,10:38,50 of 120,9 of 14,2 of 3,18 of 56,19 of 38,24 of 43,0,20 of 56,35%,34 of 73,1 of 3,33%,0,1,0:50,13 of 48,4 of 5,3 of 3,15 of 44,5 of 12,0 of 0
4999,ecfe522e5f1e766b,Luigi Fioravanti,Brodie Farber,Luigi Fioravanti,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Al Coley,0,30 of 55,54%,100 of 139,8 of 10,80%,5,0,9:52,15 of 37,3 of 4,12 of 14,12 of 25,6 of 12,12 of 18,0,10 of 29,34%,14 of 33,1 of 2,50%,1,0,0:30,2 of 17,6 of 8,2 of 4,3 of 18,6 of 7,1 of 4
