,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
5000,44c9ca6a502db390,Steve Bruno,Johnny Rees,Steve Bruno,False,Welterweight, Submission ,2,3:44,3 Rnd (5-5-5),Donnie Jessup,0,10 of 18,55%,37 of 47,3 of 6,50%,1,0,5:01,5 of 11,2 of 2,3 of 5,2 of 7,5 of 8,3 of 3,0,36 of 52,69%,49 of 65,1 of 4,25%,0,0,2:30,15 of 26,15 of 18,6 of 8,4 of 12,27 of 35,5 of 5
5001,79298011365a6d90,Ben Saunders,Brandon Wolff,Ben Saunders,False,Welterweight, KO/TKO ,1,1:49,3 Rnd (5-5-5),Al Coley,1,42 of 51,82%,49 of 58,0 of 0,---,0,0,0:48,35 of 43,6 of 7,1 of 1,7 of 10,35 of 41,0 of 0,0,0 of 1,0%,4 of 5,0 of 0,---,0,0,0:06,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0
5002,c4e16d57dd9a1b39,Dale Hartt,Corey Hill,Dale Hartt,False,Lightweight, KO/TKO ,2,0:20,3 Rnd (5-5-5),Donnie Jessup,0,8 of 18,44%,12 of 22,0 of 0,---,0,0,0:07,0 of 6,1 of 1,7 of 11,8 of 17,0 of 1,0 of 0,0,8 of 25,32%,20 of 37,2 of 3,66%,0,0,2:21,4 of 18,2 of 3,2 of 4,7 of 22,0 of 0,1 of 3
5003,2f736846aebbf12d,Justin McCully,Eddie Sanchez,Justin McCully,False,Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,1,40 of 88,45%,114 of 163,1 of 4,25%,0,0,6:34,29 of 66,4 of 6,7 of 16,24 of 61,16 of 27,0 of 0,1,42 of 100,42%,94 of 157,0 of 4,0%,0,0,2:16,28 of 84,11 of 13,3 of 3,18 of 63,22 of 35,2 of 2
5004,75577b11361cb645,Brock Lesnar,Randy Couture,Brock Lesnar,True,UFC Heavyweight Title, KO/TKO ,2,3:07,5 Rnd (5-5-5-5-5),Mario Yamasaki,1,31 of 42,73%,68 of 79,2 of 4,50%,0,0,2:50,21 of 32,6 of 6,4 of 4,5 of 15,12 of 13,14 of 14,0,11 of 19,57%,17 of 25,1 of 3,33%,0,0,3:06,6 of 13,1 of 1,4 of 5,3 of 8,8 of 11,0 of 0
5005,821c27f0dbb27e86,Kenny Florian,Joe Stevenson,Kenny Florian,False,Lightweight, Submission ,1,4:03,3 Rnd (5-5-5),Herb Dean,0,17 of 37,45%,24 of 44,1 of 2,50%,1,0,1:06,13 of 32,3 of 4,1 of 1,10 of 25,2 of 3,5 of 9,0,6 of 18,33%,9 of 21,1 of 3,33%,0,0,1:17,3 of 13,2 of 4,1 of 1,3 of 15,3 of 3,0 of 0
5006,c739195deef32b45,Dustin Hazelett,Tamdan McCrory,Dustin Hazelett,False,Welterweight, Submission ,1,3:59,3 Rnd (5-5-5),Steve Mazzagatti,0,10 of 21,47%,13 of 24,0 of 0,---,3,0,0:00,5 of 14,3 of 4,2 of 3,9 of 19,0 of 0,1 of 2,0,15 of 28,53%,15 of 28,0 of 0,---,0,0,1:14,6 of 18,4 of 5,5 of 5,11 of 21,4 of 7,0 of 0
5007,e94d7bfb0c92e30d,Gabriel Gonzaga,Josh Hendricks,Gabriel Gonzaga,False,Heavyweight, KO/TKO ,1,1:01,3 Rnd (5-5-5),Steve Mazzagatti,1,12 of 17,70%,12 of 17,0 of 0,---,0,0,0:04,7 of 11,5 of 6,0 of 0,3 of 7,7 of 8,2 of 2,0,1 of 5,20%,6 of 10,0 of 0,---,0,0,0:00,1 of 5,0 of 0,0 of 0,0 of 2,1 of 3,0 of 0
5008,bfd846ad4d597bbb,Demian Maia,Nate Quarry,Demian Maia,False,Middleweight, Submission ,1,2:13,3 Rnd (5-5-5),Herb Dean,0,2 of 4,50%,22 of 32,1 of 2,50%,1,0,1:45,2 of 4,0 of 0,0 of 0,0 of 2,0 of 0,2 of 2,0,0 of 0,---,8 of 8,0 of 0,---,0,0,0:06,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
5009,958bd435389dd12a,Aaron Riley,Jorge Gurgel,Aaron Riley,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,98 of 222,44%,133 of 261,1 of 1,100%,0,0,2:27,63 of 172,21 of 27,14 of 23,69 of 181,21 of 29,8 of 12,0,70 of 199,35%,91 of 220,1 of 4,25%,0,0,0:12,46 of 166,21 of 26,3 of 7,56 of 174,14 of 25,0 of 0
5010,9e99536eae6d709b,Jeremy Stephens,Rafael Dos Anjos,Jeremy Stephens,False,Lightweight, KO/TKO ,3,0:39,3 Rnd (5-5-5),Steve Mazzagatti,1,22 of 46,47%,33 of 60,0 of 0,---,0,2,2:22,13 of 36,5 of 6,4 of 4,9 of 26,1 of 1,12 of 19,0,9 of 18,50%,37 of 48,4 of 6,66%,2,0,5:09,4 of 12,0 of 0,5 of 6,8 of 16,1 of 2,0 of 0
5011,8191b8edfde3b9c3,Mark Bocek,Alvin Robinson,Mark Bocek,False,Lightweight, Submission ,3,3:16,3 Rnd (5-5-5),Mario Yamasaki,0,21 of 44,47%,118 of 152,1 of 1,100%,6,2,11:39,15 of 38,6 of 6,0 of 0,2 of 8,1 of 1,18 of 35,0,5 of 14,35%,41 of 53,0 of 1,0%,0,2,0:54,5 of 14,0 of 0,0 of 0,5 of 14,0 of 0,0 of 0
5012,b34fb9e15fbd6b3b,Matt Brown,Ryan Thomas,Matt Brown,False,Welterweight, Submission ,2,0:57,3 Rnd (5-5-5),Herb Dean,0,15 of 23,65%,20 of 30,1 of 1,100%,3,0,0:45,7 of 15,7 of 7,1 of 1,5 of 13,7 of 7,3 of 3,0,15 of 22,68%,76 of 85,5 of 8,62%,0,0,4:22,8 of 14,5 of 6,2 of 2,3 of 10,2 of 2,10 of 10
5013,2281dea0c5903a2f,Anderson Silva,Patrick Cote,Anderson Silva,True,UFC Middleweight Title, KO/TKO ,3,0:39,5 Rnd (5-5-5-5-5),Herb Dean,0,29 of 40,72%,32 of 46,1 of 1,100%,0,0,1:37,11 of 21,9 of 10,9 of 9,21 of 29,7 of 10,1 of 1,0,16 of 49,32%,18 of 51,0 of 3,0%,0,0,0:28,3 of 27,2 of 2,11 of 20,13 of 43,1 of 4,2 of 2
5014,64da1f4774624b72,Thiago Alves,Josh Koscheck,Thiago Alves,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),David Smith,2,80 of 181,44%,87 of 188,0 of 2,0%,0,0,0:17,43 of 134,2 of 4,35 of 43,68 of 162,10 of 17,2 of 2,0,39 of 128,30%,46 of 135,0 of 5,0%,0,0,2:38,25 of 106,9 of 17,5 of 5,34 of 121,5 of 7,0 of 0
5015,27868eac1d141498,Gray Maynard,Rich Clementi,Gray Maynard,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Frederickson,0,22 of 61,36%,66 of 111,5 of 7,71%,2,0,9:41,17 of 55,5 of 6,0 of 0,14 of 46,2 of 2,6 of 13,0,7 of 42,16%,20 of 57,0 of 0,---,0,1,0:13,3 of 37,0 of 1,4 of 4,5 of 32,0 of 6,2 of 4
5016,af4cbb9072814a86,Junior Dos Santos,Fabricio Werdum,Junior Dos Santos,False,Heavyweight, KO/TKO ,1,1:21,3 Rnd (5-5-5),Marc Fennell,1,7 of 11,63%,7 of 11,0 of 0,---,0,0,0:03,5 of 7,1 of 3,1 of 1,3 of 7,0 of 0,4 of 4,0,6 of 6,100%,6 of 6,0 of 0,---,0,0,0:00,1 of 1,0 of 0,5 of 5,5 of 5,1 of 1,0 of 0
5017,d5a0e8c67ed8abe0,Sean Sherk,Tyson Griffin,Sean Sherk,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),David Smith,0,92 of 253,36%,103 of 264,3 of 7,42%,0,0,2:31,66 of 226,11 of 11,15 of 16,78 of 230,14 of 23,0 of 0,0,74 of 240,30%,102 of 268,0 of 2,0%,0,0,0:00,50 of 208,16 of 21,8 of 11,67 of 229,7 of 11,0 of 0
5018,3feb2a8de9cf37da,Thales Leites,Drew McFedries,Thales Leites,False,Middleweight, Submission ,1,1:18,3 Rnd (5-5-5),Marc Fennell,0,0 of 0,---,4 of 4,1 of 2,50%,1,0,1:03,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,0:00,1 of 1,0 of 1,0 of 0,1 of 2,0 of 0,0 of 0
5019,80fd1902547e0744,Spencer Fisher,Shannon Gugerty,Spencer Fisher,False,Lightweight, Submission ,3,3:56,3 Rnd (5-5-5),David Smith,1,30 of 54,55%,76 of 101,0 of 2,0%,2,1,2:48,13 of 31,10 of 16,7 of 7,10 of 25,18 of 25,2 of 4,0,28 of 46,60%,54 of 73,2 of 13,15%,1,0,6:19,7 of 23,10 of 12,11 of 11,16 of 31,10 of 13,2 of 2
5020,34d1bfdde8ea3e11,Dan Miller,Matt Horwich,Dan Miller,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Reid,0,31 of 49,63%,142 of 165,6 of 7,85%,0,0,10:27,26 of 44,4 of 4,1 of 1,7 of 13,5 of 5,19 of 31,0,15 of 24,62%,62 of 71,0 of 0,---,5,2,3:42,10 of 19,5 of 5,0 of 0,4 of 8,4 of 9,7 of 7
5021,854c64fe481e65ee,Hermes Franca,Marcus Aurelio,Hermes Franca,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Frederickson,0,60 of 122,49%,65 of 127,0 of 0,---,0,0,0:02,24 of 71,1 of 4,35 of 47,60 of 121,0 of 1,0 of 0,0,40 of 104,38%,55 of 120,1 of 9,11%,0,0,1:50,34 of 97,2 of 3,4 of 4,37 of 100,1 of 2,2 of 2
5022,cfbeeffd65101ae1,Pete Sell,Joshua Burkman,Pete Sell,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Reid,0,65 of 123,52%,88 of 146,1 of 10,10%,1,0,1:22,52 of 109,10 of 11,3 of 3,61 of 117,4 of 6,0 of 0,0,50 of 112,44%,58 of 121,4 of 6,66%,0,0,3:52,37 of 97,8 of 10,5 of 5,28 of 85,9 of 14,13 of 13
5023,1776c84e3d22d7cc,Michael Bisping,Chris Leben,Michael Bisping,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,70 of 160,43%,77 of 167,1 of 3,33%,0,0,0:30,52 of 133,14 of 21,4 of 6,65 of 145,5 of 15,0 of 0,0,51 of 164,31%,62 of 176,1 of 2,50%,0,0,0:47,22 of 117,12 of 24,17 of 23,43 of 142,8 of 22,0 of 0
5024,01d71345ba7ea6f9,Keith Jardine,Brandon Vera,Keith Jardine,False,Light Heavyweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,1,50 of 131,38%,59 of 140,2 of 4,50%,0,0,3:40,35 of 114,5 of 6,10 of 11,27 of 81,13 of 27,10 of 23,1,48 of 86,55%,57 of 95,1 of 1,100%,0,0,0:38,27 of 62,12 of 14,9 of 10,35 of 65,4 of 10,9 of 11
5025,781017bfa44d4058,Luiz Cane,Rameau Thierry Sokoudjou,Luiz Cane,False,Light Heavyweight, KO/TKO ,2,4:15,3 Rnd (5-5-5),Marc Goddard,1,41 of 78,52%,41 of 78,0 of 0,---,0,0,0:13,37 of 72,3 of 5,1 of 1,28 of 60,2 of 5,11 of 13,0,28 of 82,34%,28 of 82,0 of 1,0%,0,0,0:00,16 of 65,8 of 9,4 of 8,27 of 78,1 of 4,0 of 0
5026,f24db9d7c3636a2a,Chris Lytle,Paul Taylor,Chris Lytle,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,0,102 of 194,52%,212 of 304,2 of 3,66%,0,0,7:59,54 of 131,42 of 57,6 of 6,56 of 128,43 of 63,3 of 3,0,85 of 160,53%,133 of 209,0 of 2,0%,0,0,1:04,42 of 109,15 of 23,28 of 28,48 of 105,37 of 55,0 of 0
5027,cc9cabc1fc747aaf,Marcus Davis,Paul Kelly,Marcus Davis,False,Welterweight, Submission ,2,2:16,3 Rnd (5-5-5),Marc Goddard,0,25 of 63,39%,36 of 74,1 of 1,100%,1,0,0:46,12 of 46,3 of 5,10 of 12,24 of 62,0 of 0,1 of 1,0,3 of 56,5%,3 of 56,1 of 1,100%,1,0,0:23,2 of 55,1 of 1,0 of 0,3 of 55,0 of 1,0 of 0
5028,0510d12ad43ede89,Dan Hardy,Akihiro Gono,Dan Hardy,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,57 of 186,30%,61 of 190,0 of 0,---,0,0,0:02,24 of 133,12 of 20,21 of 33,53 of 170,4 of 16,0 of 0,0,56 of 107,52%,58 of 109,3 of 4,75%,0,0,1:06,28 of 63,14 of 20,14 of 24,50 of 98,4 of 7,2 of 2
5029,550daf3853d050ba,Shane Carwin,Neil Wain,Shane Carwin,False,Heavyweight, KO/TKO ,1,1:31,3 Rnd (5-5-5),Dan Miragliotta,0,13 of 23,56%,23 of 33,1 of 2,50%,0,0,1:02,11 of 21,2 of 2,0 of 0,0 of 2,2 of 4,11 of 17,0,4 of 8,50%,8 of 12,0 of 0,---,0,0,0:00,4 of 8,0 of 0,0 of 0,3 of 5,1 of 3,0 of 0
5030,194f8d501f318ada,David Bielkheden,Jess Liaudin,David Bielkheden,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,0,36 of 53,67%,86 of 104,7 of 11,63%,0,0,9:54,32 of 49,4 of 4,0 of 0,0 of 4,16 of 19,20 of 30,0,12 of 25,48%,58 of 72,1 of 1,100%,2,0,3:14,12 of 25,0 of 0,0 of 0,1 of 7,4 of 4,7 of 14
5031,cd5336ef8b2329f4,Terry Etim,Sam Stout,Terry Etim,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,0,69 of 192,35%,69 of 192,0 of 2,0%,0,0,0:03,35 of 143,4 of 8,30 of 41,66 of 188,3 of 4,0 of 0,0,55 of 288,19%,56 of 289,1 of 1,100%,0,0,0:05,15 of 216,18 of 37,22 of 35,53 of 284,2 of 4,0 of 0
5032,9b8c29f50d452025,Jim Miller,David Baron,Jim Miller,False,Lightweight, Submission ,3,3:19,3 Rnd (5-5-5),Marc Goddard,0,15 of 28,53%,46 of 64,5 of 6,83%,5,0,10:45,10 of 21,2 of 2,3 of 5,3 of 11,1 of 2,11 of 15,0,7 of 16,43%,22 of 31,0 of 1,0%,1,1,0:55,5 of 14,2 of 2,0 of 0,5 of 11,2 of 5,0 of 0
5033,757c11f17278b06a,Per Eklund,Samy Schiavo,Per Eklund,False,Lightweight, Submission ,3,1:47,3 Rnd (5-5-5),Leon Roberts,0,31 of 42,73%,92 of 104,1 of 5,20%,5,0,4:03,14 of 22,14 of 17,3 of 3,3 of 6,19 of 24,9 of 12,0,23 of 56,41%,28 of 62,1 of 2,50%,1,0,5:18,16 of 47,1 of 3,6 of 6,10 of 31,6 of 9,7 of 16
5034,9fc232c3829a1ef0,Nate Diaz,Josh Neer,Nate Diaz,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,0,40 of 72,55%,114 of 157,5 of 11,45%,0,0,7:29,21 of 47,13 of 19,6 of 6,4 of 23,21 of 27,15 of 22,0,26 of 50,52%,48 of 74,4 of 8,50%,4,0,5:36,20 of 40,3 of 7,3 of 3,4 of 10,16 of 30,6 of 10
5035,d460961065f1198b,Clay Guida,Mac Danzig,Clay Guida,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0,43 of 106,40%,67 of 133,10 of 18,55%,0,0,8:36,19 of 79,7 of 9,17 of 18,17 of 67,20 of 29,6 of 10,0,36 of 108,33%,64 of 139,1 of 3,33%,0,0,0:34,31 of 101,2 of 3,3 of 4,27 of 94,9 of 14,0 of 0
5036,3818a33c9103c88f,Alan Belcher,Ed Herman,Alan Belcher,False,Middleweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,54 of 90,60%,67 of 103,0 of 0,---,0,0,2:24,29 of 60,8 of 12,17 of 18,39 of 71,15 of 19,0 of 0,0,43 of 130,33%,86 of 175,5 of 12,41%,2,0,4:49,33 of 110,9 of 16,1 of 4,24 of 96,9 of 19,10 of 15
5037,505d3d9b006014c8,Eric Schafer,Houston Alexander,Eric Schafer,False,Light Heavyweight, Submission ,1,4:53,3 Rnd (5-5-5),Josh Rosenthal,0,24 of 38,63%,53 of 69,1 of 4,25%,2,1,3:16,21 of 32,3 of 6,0 of 0,0 of 1,3 of 6,21 of 31,0,12 of 21,57%,22 of 31,0 of 0,---,0,0,0:32,7 of 15,3 of 4,2 of 2,3 of 5,4 of 7,5 of 9
5038,830bf05d0ee635a1,Alessio Sakara,Joe Vedepo,Alessio Sakara,False,Middleweight, KO/TKO ,1,1:27,3 Rnd (5-5-5),Yves Lavigne,1,7 of 10,70%,7 of 10,0 of 0,---,0,0,0:00,3 of 6,3 of 3,1 of 1,4 of 7,2 of 2,1 of 1,0,7 of 9,77%,8 of 10,0 of 3,0%,0,0,0:23,5 of 7,2 of 2,0 of 0,0 of 2,7 of 7,0 of 0
5039,43e8fcd8e4d015fb,Wilson Gouveia,Ryan Jensen,Wilson Gouveia,False,Middleweight, Submission ,2,2:04,3 Rnd (5-5-5),Dan Miragliotta,0,8 of 19,42%,8 of 19,1 of 1,100%,2,0,0:14,3 of 13,1 of 1,4 of 5,7 of 18,1 of 1,0 of 0,0,30 of 72,41%,45 of 90,2 of 2,100%,0,1,3:40,28 of 69,0 of 1,2 of 2,5 of 17,1 of 1,24 of 54
5040,f6ea148cfeb1aaf7,Joe Lauzon,Kyle Bradley,Joe Lauzon,False,Lightweight, KO/TKO ,2,1:34,3 Rnd (5-5-5),Josh Arney,0,23 of 54,42%,30 of 62,1 of 2,50%,2,0,0:37,22 of 53,1 of 1,0 of 0,6 of 32,6 of 7,11 of 15,0,18 of 48,37%,19 of 49,0 of 0,---,0,0,0:02,10 of 39,7 of 8,1 of 1,14 of 44,4 of 4,0 of 0
5041,d23b05f33b741c47,Jason Brilz,Brad Morris,Jason Brilz,False,Light Heavyweight, KO/TKO ,2,2:54,3 Rnd (5-5-5),Mark Powell,0,34 of 42,80%,96 of 108,1 of 1,100%,1,0,7:27,29 of 37,5 of 5,0 of 0,0 of 0,0 of 0,34 of 42,0,4 of 4,100%,4 of 4,0 of 0,---,0,0,0:05,3 of 3,0 of 0,1 of 1,4 of 4,0 of 0,0 of 0
5042,2822226962195259,Mike Massenzio,Drew McFedries,Mike Massenzio,False,Middleweight, Submission ,1,1:28,3 Rnd (5-5-5),Jim Axtel,0,0 of 0,---,7 of 10,1 of 1,100%,1,0,1:21,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,3 of 4,75%,9 of 10,0 of 0,---,1,0,0:00,3 of 4,0 of 0,0 of 0,0 of 1,0 of 0,3 of 3
5043,1992dcae0699200e,Dan Miller,Rob Kimmons,Dan Miller,False,Middleweight, Submission ,1,1:27,3 Rnd (5-5-5),Josh Arney,0,0 of 1,0%,8 of 11,0 of 0,---,2,0,1:02,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0,0 of 1,0%,1 of 2,0 of 1,0%,0,0,0:08,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
5044,3e126f482e9a84b8,Rashad Evans,Chuck Liddell,Rashad Evans,False,Light Heavyweight, KO/TKO ,2,1:51,3 Rnd (5-5-5),Herb Dean,1,13 of 35,37%,13 of 35,0 of 0,---,0,0,0:00,9 of 31,1 of 1,3 of 3,13 of 32,0 of 3,0 of 0,0,10 of 50,20%,10 of 50,0 of 0,---,0,0,0:00,7 of 45,1 of 3,2 of 2,9 of 47,1 of 3,0 of 0
5045,c5574b79e31a1b2b,Rich Franklin,Matt Hamill,Rich Franklin,False,Light Heavyweight, KO/TKO ,3,0:39,3 Rnd (5-5-5),Mario Yamasaki,1,71 of 136,52%,71 of 136,0 of 0,---,0,0,0:04,36 of 97,10 of 13,25 of 26,64 of 121,4 of 12,3 of 3,0,13 of 58,22%,17 of 62,1 of 6,16%,0,0,0:32,7 of 52,2 of 2,4 of 4,8 of 46,4 of 10,1 of 2
5046,a34dc525a16ce375,Dan Henderson,Rousimar Palhares,Dan Henderson,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,1,42 of 82,51%,49 of 89,0 of 0,---,0,0,2:27,42 of 81,0 of 1,0 of 0,24 of 50,4 of 9,14 of 23,0,27 of 63,42%,29 of 65,2 of 16,12%,1,0,1:28,23 of 57,2 of 3,2 of 3,22 of 53,4 of 8,1 of 2
5047,b74ecc368d3ecbc4,Nate Marquardt,Martin Kampmann,Nate Marquardt,False,Middleweight, KO/TKO ,1,1:22,3 Rnd (5-5-5),Mario Yamasaki,1,22 of 36,61%,27 of 41,0 of 0,---,0,0,0:11,19 of 31,3 of 5,0 of 0,3 of 7,17 of 25,2 of 4,0,1 of 7,14%,2 of 8,0 of 0,---,0,0,0:08,1 of 6,0 of 1,0 of 0,0 of 5,1 of 2,0 of 0
5048,cafb86764ea92268,Dong Hyun Kim,Matt Brown,Dong Hyun Kim,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,12 of 28,42%,18 of 36,3 of 14,21%,1,0,5:04,11 of 27,1 of 1,0 of 0,4 of 17,4 of 4,4 of 7,0,48 of 79,60%,91 of 126,1 of 2,50%,2,0,5:08,11 of 29,27 of 35,10 of 15,20 of 41,19 of 24,9 of 14
5049,976f7f5e7537c62b,Kurt Pellegrino,Thiago Tavares,Kurt Pellegrino,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,2,61 of 97,62%,100 of 138,1 of 2,50%,1,0,6:20,50 of 85,8 of 9,3 of 3,22 of 46,9 of 15,30 of 36,0,18 of 72,25%,86 of 146,1 of 11,9%,0,0,3:26,13 of 62,3 of 5,2 of 5,12 of 58,0 of 2,6 of 12
5050,0568994b8323d640,Tim Boetsch,Michael Patt,Tim Boetsch,False,Light Heavyweight, KO/TKO ,1,2:03,3 Rnd (5-5-5),Herb Dean,1,15 of 31,48%,18 of 34,0 of 0,---,0,0,0:05,11 of 27,3 of 3,1 of 1,8 of 22,1 of 1,6 of 8,0,9 of 21,42%,11 of 23,0 of 1,0%,0,0,0:00,3 of 13,1 of 2,5 of 6,7 of 18,2 of 3,0 of 0
5051,81734d11cb6a8ebb,Jason MacDonald,Jason Lambert,Jason MacDonald,False,Middleweight, Submission ,2,1:20,3 Rnd (5-5-5),Yves Lavigne,0,10 of 18,55%,59 of 74,2 of 2,100%,1,0,5:56,10 of 18,0 of 0,0 of 0,3 of 8,1 of 2,6 of 8,0,1 of 5,20%,2 of 6,0 of 0,---,2,0,0:00,1 of 5,0 of 0,0 of 0,1 of 3,0 of 2,0 of 0
5052,9a596aaa2b9a18db,Ryo Chonan,Roan Carneiro,Ryo Chonan,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,23 of 58,39%,72 of 111,0 of 0,---,0,0,7:40,11 of 43,7 of 9,5 of 6,6 of 17,2 of 4,15 of 37,0,18 of 38,47%,68 of 92,2 of 6,33%,1,1,5:19,16 of 36,1 of 1,1 of 1,6 of 17,2 of 3,10 of 18
5053,a23b4817f0b773c8,Georges St-Pierre,Jon Fitch,Georges St-Pierre,True,UFC Welterweight Title, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,3,131 of 226,57%,203 of 303,7 of 9,77%,1,1,11:13,103 of 193,13 of 17,15 of 16,77 of 151,5 of 5,49 of 70,0,37 of 132,28%,96 of 193,0 of 6,0%,0,0,1:52,22 of 109,12 of 19,3 of 4,26 of 107,6 of 18,5 of 7
5054,b2013a8b4ed68c8d,Brock Lesnar,Heath Herring,Brock Lesnar,False,Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,1,45 of 52,86%,96 of 107,5 of 6,83%,1,0,11:33,15 of 22,27 of 27,3 of 3,5 of 10,7 of 7,33 of 35,0,9 of 21,42%,41 of 55,0 of 0,---,0,0,1:55,3 of 14,5 of 6,1 of 1,1 of 7,7 of 11,1 of 3
5055,e915c1987050eac8,Rob Emerson,Manvel Gamburyan,Rob Emerson,False,Lightweight, KO/TKO ,1,0:12,3 Rnd (5-5-5),Yves Lavigne,1,3 of 3,100%,3 of 3,0 of 0,---,0,0,0:03,3 of 3,0 of 0,0 of 0,2 of 2,0 of 0,1 of 1,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
5056,c2fd7ee22721846c,Kenny Florian,Roger Huerta,Kenny Florian,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,51 of 99,51%,65 of 113,5 of 7,71%,0,0,2:27,38 of 77,6 of 13,7 of 9,29 of 69,10 of 16,12 of 14,0,33 of 103,32%,60 of 132,0 of 5,0%,0,0,1:18,19 of 75,2 of 9,12 of 19,23 of 88,5 of 10,5 of 5
5057,31362d9ea15127b2,Demian Maia,Jason MacDonald,Demian Maia,False,Middleweight, Submission ,3,2:44,3 Rnd (5-5-5),Yves Lavigne,0,30 of 59,50%,103 of 145,2 of 4,50%,3,1,6:19,26 of 53,3 of 4,1 of 2,2 of 9,3 of 5,25 of 45,0,7 of 15,46%,36 of 45,0 of 2,0%,4,1,5:16,4 of 12,0 of 0,3 of 3,2 of 8,2 of 2,3 of 5
5058,e2a61ec3bc83da98,Tamdan McCrory,Luke Cummo,Tamdan McCrory,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,26 of 44,59%,44 of 64,4 of 7,57%,7,1,10:17,22 of 39,4 of 5,0 of 0,2 of 9,8 of 11,16 of 24,0,11 of 25,44%,42 of 61,1 of 2,50%,1,0,2:13,2 of 11,6 of 11,3 of 3,4 of 13,5 of 8,2 of 4
5059,4f7a7a0b67f085b3,Cheick Kongo,Dan Evensen,Cheick Kongo,False,Heavyweight, KO/TKO ,1,4:55,3 Rnd (5-5-5),Yves Lavigne,1,23 of 34,67%,38 of 50,2 of 2,100%,0,0,3:50,9 of 16,3 of 4,11 of 14,6 of 11,5 of 6,12 of 17,0,2 of 9,22%,3 of 10,0 of 0,---,2,0,0:00,0 of 6,2 of 3,0 of 0,0 of 7,2 of 2,0 of 0
5060,c5e0e4ee11903076,Jon Jones,Andre Gusmao,Jon Jones,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Darryl Guthmiller,0,42 of 102,41%,68 of 129,2 of 5,40%,0,0,4:16,25 of 73,16 of 24,1 of 5,13 of 46,26 of 51,3 of 5,0,34 of 84,40%,46 of 98,0 of 1,0%,0,0,1:47,11 of 49,11 of 20,12 of 15,19 of 43,15 of 41,0 of 0
